"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Légkondicionáló","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 118 000 € "," 80 880 € "," 69 540 € "," 144 330 € "," 80 370 € "," 97 150 € "," 73 880 € "," 76 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 229 000 € "," 144 900 € "," 363 430 € "," 103 640 € "," 250 000 € "," 208 000 € "," 141 440 € "," 77 480 € "," 81 330 € "," 222 290 € "," 83 050 € "
"356","135 m²"," 5 + 1 fél ","59,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","házközponti","nincs megadva","külön és egyben is","délnyugat","kertre néző","nincs megadva","tetőtéri","udvari beálló - benne van az árban","1981-2000 között","van",NA,"11 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","67 m²"," 2 ","42,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","1","nincs megadva","van","3 m vagy magasabb","gáz (konvektor)","nincs megadva","nincs megadva","dél","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1950 előtt",NA,NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","65 m²"," 2 + 1 fél ","48,9 millió Ft","felújított","nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","46 m²"," 2 ","33,99 millió Ft","újszerű","összkomfortos","DD","9","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","igen","egy helyiségben","nyugat","panorámás","nem","nem tetőtéri","utca, közterület","1950-1980 között","van",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","58 m²"," 2 ","48,8 millió Ft","újszerű","összkomfortos","nincs megadva","földszint","7","nincs megadva","3 m-nél alacsonyabb","házközponti","nincs megadva","külön helyiségben","északkelet","kertre néző","igen","nincs megadva","utca, közterület - fizetős övezet","2001-2010 között",NA,"35 000 Ft/hó","47 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","35 m²"," 1 ","26,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","2","nincs","3 m vagy magasabb","gáz (cirko)","nem","egy helyiségben","kelet","udvari","igen","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között","nincs",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","62 m²"," 2 + 1 fél ","32,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs megadva","külön helyiségben","nyugat","kertre néző","nincs megadva","nincs megadva","utca, közterület - ingyenes","1981-2000 között",NA,NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","72 m²"," 4 ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","nincs","3 m-nél alacsonyabb","távfűtés","nincs megadva","külön helyiségben","nincs megadva","utcai","nem","nincs megadva","utca, közterület",NA,NA,NA,"5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","100 m²"," 4 ","59,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","délnyugat","kertre néző","nem","nem tetőtéri","önálló garázs - benne van az árban","1950-1980 között","van",NA,"3.5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","42 m²"," 2 ","25,5 millió Ft","felújított","összkomfortos","nincs megadva","2","3","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","délkelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","79 m²"," 4 ","66,11 millió Ft","újszerű","összkomfortos","nincs megadva","földszint","5","van","nincs megadva","házközponti egyedi méréssel","nincs megadva","nincs megadva","nincs megadva","udvari","igen","nincs megadva","teremgarázs hely - megvásárolható","2020",NA,NA,"16 m²","3.3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","46 m²"," 2 ","29,9 millió Ft","újszerű","nincs megadva","nincs megadva","9","nincs megadva","van","nincs megadva","távfűtés","nincs megadva","nincs megadva","nincs megadva","panorámás","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","45 m²"," 2 ","34,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","külön helyiségben","délkelet","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","2001-2010 között","nincs",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","63 m²"," 1 + 2 fél ","54 millió Ft","felújított","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","59 m²"," 2 ","46,99 millió Ft","felújított","összkomfortos","nincs megadva","1","nincs megadva","van","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","2001-2010 között",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","46 m²"," 1 + 1 fél ","29 millió Ft","felújított","összkomfortos","nincs megadva","8","10","van","3 m-nél alacsonyabb","távfűtés","igen","egy helyiségben","délnyugat","panorámás","nem","nem tetőtéri","utca, közterület - ingyenes",NA,"nincs",NA,NA,NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","108 m²"," 5 ","74,99 millió Ft","felújított","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között","van",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","69 m²"," 3 ","44,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m vagy magasabb","gáz (cirko)","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950 előtt","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","46 m²"," 1 + 1 fél ","28,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs megadva","egy helyiségben","kelet","udvari","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","52 m²"," 1 + 1 fél ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","szuterén","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nem","külön helyiségben","délnyugat","utcai","igen","nem tetőtéri","nincs megadva",NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","33 m²"," 1 ","26,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","5","nincs megadva","3 m vagy magasabb","gáz (cirko)","nincs megadva","egy helyiségben","nincs megadva","kertre néző","nincs megadva","nincs megadva","nincs megadva",NA,NA,"15 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","46 m²"," 1 + 1 fél ",NA,"felújított","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","távfűtés","igen","nincs megadva","kelet","utcai","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28,9 millió Ft",NA,NA
"378","42 m²"," 1 ","24,5 millió Ft","felújított","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nem","egy helyiségben","északkelet","nincs megadva","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","54 m²"," 1 ","42 millió Ft","felújított","összkomfortos","A+","nincs megadva","földszintes","nincs megadva","nincs megadva","gázkazán","nincs megadva","külön és egyben is","nincs megadva","kertre néző","igen","nincs megadva","udvari beálló","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","36 m²"," 1 ","28,9 millió Ft","felújított","összkomfortos","nincs megadva","3","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","északnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","46 m²"," 1 + 1 fél ","24,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","10","10","van","3 m-nél alacsonyabb","távfűtés","nincs megadva","egy helyiségben","nyugat","utcai","nem",NA,"nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","64 m²"," 2 ","43 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","50 m²"," 2 ","38,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","2","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","egy helyiségben","délnyugat","kertre néző","igen","nincs megadva","önálló garázs - kötelező megvenni","2001-2010 között",NA,NA,"10 m²","3.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","57 m²"," 2 ","48,8 millió Ft","újszerű","összkomfortos","nincs megadva","félemelet","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","külön helyiségben","északkelet","utcai","igen","nincs megadva","utca, közterület - fizetős övezet","2001-2010 között","nincs","35 000 Ft/hó","47 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","57 m²"," 2 ","34,2 millió Ft","felújított","összkomfortos","nincs megadva","1","2","nincs","3 m vagy magasabb","házközponti egyedi méréssel","nem","egy helyiségben","délnyugat","udvari","nem","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt","van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","71 m²"," 2 ","41,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","nincs megadva","nyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","70 m²"," 3 ","38,9 millió Ft","felújított","összkomfortos","nincs megadva","1","4","nincs","3 m vagy magasabb","gáz (konvektor)","nincs megadva","egy helyiségben","délnyugat","nincs megadva","nincs megadva","nincs megadva","utca, közterület","1950-1980 között",NA,NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","29 m²"," 1 ","20,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","földszintes","nincs megadva","3 m vagy magasabb","elektromos","nincs megadva","külön helyiségben","nyugat","kertre néző","igen","nincs megadva","udvari beálló - benne van az árban","1950 előtt",NA,"7 200 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","46 m²"," 1 + 1 fél ","26,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","5","nincs megadva","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs megadva","nincs megadva","nyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","52 m²"," 2 ","28,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (konvektor)","igen","külön helyiségben","délnyugat","kertre néző","nincs megadva","nincs megadva","udvari beálló","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","54 m²"," 2 ","39,9 millió Ft","újszerű","összkomfortos","nincs megadva","félemelet","5","nincs megadva","nincs megadva","házközponti egyedi méréssel","igen","nincs megadva","délnyugat","kertre néző","nincs megadva","nincs megadva","udvari beálló","2001-2010 között",NA,NA,"8 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","75 m²"," 3 ",NA,"újszerű","összkomfortos","AA","4","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nem","nincs megadva","nyugat","panorámás","nem","tetőtéri","önálló garázs - megvásárolható","2001-2010 között",NA,NA,"40 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78,99 millió Ft",NA
"393","68 m²"," 3 ","39,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","10","van","3 m-nél alacsonyabb","házközponti","igen","külön helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között","nincs","35 000 Ft/hó","3 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","123 m²"," 3 + 1 fél ","68,8 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m vagy magasabb","gáz (konvektor)","nincs megadva","külön helyiségben","dél","utcai","nincs megadva","nincs megadva","utca, közterület","1950 előtt","nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","57 m²"," 3 ","52 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs megadva","külön helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület","1950 előtt",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","55 m²"," 2 + 1 fél ","39,7 millió Ft","felújított","nincs megadva","nincs megadva","3","4","nincs","nincs megadva","gáz (cirko)","nincs megadva","külön helyiségben","délnyugat","utcai","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","52 m²"," 2 ","31,9 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (cirko)","nincs megadva","egy helyiségben","nincs megadva","udvari","nincs megadva","legfelső emelet, nem tetőtéri","nincs megadva",NA,"van",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","24 m²"," 1 ","20,5 millió Ft","felújított","összkomfortos","nincs megadva","földszint","3","nincs","3 m vagy magasabb","gáz (konvektor)","nincs megadva","külön helyiségben","délkelet","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","52 m²"," 1 + 1 fél ","31,9 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (cirko)","nem","egy helyiségben","délkelet","udvari","nem","legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt","nincs","30 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","42 m²"," 1 + 1 fél ",NA,"felújított","összkomfortos","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","távfűtés","nem","nincs megadva","nincs megadva","utcai","nem",NA,"utca, közterület","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,5 millió Ft"
