"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Légkondicionáló","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 220 000 € "," 109 510 € "," 80 880 € "," 97 330 € "," 69 540 € "," 97 150 € "," 76 000 € "," 118 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 144 900 € "," 103 640 € "," 250 000 € "," 208 000 € "," 140 000 € "," 83 050 € "," 74 930 € "," 222 290 € "," 107 700 € "," 72 620 € "," 64 440 € "," 84 430 € "," 85 550 € "," 82 790 € "," 221 850 € "," 73 880 € "," 77 480 € "," 81 330 € "," 80 370 € "," 66 450 € "," 91 860 € "," 86 210 € "," 73 770 € "," 144 330 € "," 95 990 € "," 58 260 € "," 85 870 € "," 138 070 € "," 111 610 € "," 158 310 € "," 24 000 € "," 88 720 € "," 73 940 € "," 173 330 € "," 61 580 € "," 117 790 € "," 108 980 € "," 271 350 € "," 97 450 € "," 111 800 € "," 76 140 € "," 61 070 € "," 74 470 € "," 81 670 € "," 125 570 € "," 109 200 € "
"435","66 m²"," 2 ","47,5 millió Ft","újszerű","összkomfortos","nincs megadva","3","4","nincs","nincs megadva","gáz (cirko)","van","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","2001-2010 között",NA,"9 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","55 m²"," 2 + 1 fél ","39,7 millió Ft","felújított","összkomfortos","nincs megadva","3","4","nincs","3 m vagy magasabb","gáz (cirko)","nincs","nem","külön helyiségben","délnyugat","kertre néző","nem","nem tetőtéri","utca, közterület",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","86 m²"," 2 + 2 fél ","74,85 millió Ft","újszerű","összkomfortos","nincs megadva","5","5","van","nincs megadva","házközponti egyedi méréssel",NA,"igen","egy helyiségben","délnyugat","utcai","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2020","30 000 Ft/hó","2 m²","4.9 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","85 m²"," 2 + 2 fél ","66,18 millió Ft","újszerű","összkomfortos","nincs megadva","4","5","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"igen","külön helyiségben","nincs megadva","utcai","nem","nem tetőtéri","teremgarázs hely - megvásárolható","2020","30 000 Ft/hó",NA,"4.9 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","40 m²"," 1 ","27,69 millió Ft","felújított","nincs megadva","nincs megadva","1","nincs megadva","nincs","nincs megadva","elektromos","van","nincs megadva","nincs megadva","kelet","udvari","nincs megadva","nem tetőtéri","nincs megadva","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","45 m²"," 1 + 2 fél ","37,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","nincs megadva","nincs","nincs megadva","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","nincs megadva","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","46 m²"," 2 ","24,9 millió Ft","jó állapotú","összkomfortos","EE","földszint","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs","igen","egy helyiségben","északkelet","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1981-2000 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","78 m²"," 4 ","50,8 millió Ft","felújított","duplakomfortos","nincs megadva","nincs megadva","2","nincs","3 m vagy magasabb","gáz (cirko)","van","nem","külön és egyben is","északnyugat","utcai","igen","nem tetőtéri","udvari beálló","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","65 m²"," 2 + 1 fél ","54,99 millió Ft","felújított","összkomfortos","nincs megadva","földszint","nincs megadva","nincs megadva","nincs megadva","gáz (cirko)",NA,"igen","egy helyiségben","nincs megadva","kertre néző","nincs megadva","nincs megadva","udvari beálló - benne van az árban",NA,NA,"10 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","36 m²"," 1 + 1 fél ","26,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","szuterén","3","nincs megadva","nincs megadva","elektromos",NA,"nincs megadva","egy helyiségben","nyugat","nincs megadva","igen","nincs megadva","utca, közterület - ingyenes",NA,"15 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","60 m²"," 2 ","35,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","4","van","3 m vagy magasabb","nincs megadva",NA,"igen","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","80 m²"," 2 + 1 fél ","54,9 millió Ft","felújított","nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","66 m²"," 1 + 2 fél ","50 millió Ft","felújított","összkomfortos","nincs megadva","2","4","van","3 m-nél alacsonyabb","gáz (cirko)","van","igen","külön helyiségben","délkelet","utcai","nem","nem tetőtéri","udvari beálló - kötelező megvenni","1981-2000 között",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","46 m²"," 2 + 1 fél ","30 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","igen","egy helyiségben","nyugat","kertre néző","igen","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","126 m²"," 4 ","99,9 millió Ft","újszerű","duplakomfortos","nincs megadva","6","8","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","igen","külön és egyben is","délkelet","kertre néző","nem","zárószint","teremgarázs hely - kötelező megvenni","2017",NA,"23.82 m²","3 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","27 m²"," 1 ","22,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","4","nincs","3 m-nél alacsonyabb","távfűtés",NA,"nincs megadva","külön helyiségben","délnyugat","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","82 m²"," 2 + 1 fél ","55,9 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (konvektor)",NA,"nincs megadva","külön helyiségben","nyugat","kertre néző","nincs megadva","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","29 m²"," 1 ","20,9 millió Ft","felújított","összkomfortos","nincs megadva","földszint","földszintes","nincs","3 m vagy magasabb","elektromos","nincs","nem","külön helyiségben","délnyugat","utcai","igen","nem tetőtéri","udvari beálló","1950 előtt","20 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","97 m²"," 3 + 2 fél ","77 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","délnyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1981-2000 között",NA,"19 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","46 m²"," 1 + 1 fél ","32 millió Ft","felújított","összkomfortos","nincs megadva","2","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","nincs","nem","külön helyiségben","északkelet","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","39 m²"," 1 ","27,9 millió Ft","felújított","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nem","egy helyiségben","északnyugat","panorámás","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","51 m²"," 2 ","29,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","4","nincs","nincs megadva","gáz (konvektor)","nincs","nem","külön helyiségben","nincs megadva","kertre néző","nincs megadva","nem tetőtéri","utca, közterület - ingyenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","51 m²"," 2 ","31,9 millió Ft","felújított","összkomfortos","nincs megadva","5","5","van","3 m-nél alacsonyabb","házközponti","van","igen","külön helyiségben","nincs megadva","kertre néző","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950 előtt",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","100 m²"," 2 + 1 fél ","49,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","dél","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","106 m²"," 3 ","68,5 millió Ft","jó állapotú","duplakomfortos","nincs megadva","1","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","külön helyiségben","délnyugat","nincs megadva","nem","nincs megadva","önálló garázs - benne van az árban","1981-2000 között","30 000 Ft/hó","12 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","85 m²"," 2 + 1 fél ","51,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs megadva","3 m vagy magasabb","gáz (cirko)",NA,"nincs megadva","külön és egyben is","délkelet","kertre néző","nincs megadva","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","66 m²"," 3 ","49,99 millió Ft","felújított","nincs megadva","nincs megadva","6","nincs megadva","van","nincs megadva","házközponti",NA,"nincs megadva","külön helyiségben","nincs megadva","panorámás","nincs megadva","nincs megadva","udvari beálló - bérelhető",NA,NA,"9.4 m²","3 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","72 m²"," 3 ","68,8 millió Ft","újszerű","összkomfortos","nincs megadva","1","3","van","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","külön helyiségben","délnyugat","kertre néző","nincs megadva","nem tetőtéri","teremgarázs hely - megvásárolható","2001-2010 között",NA,"11 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","80 m²"," 2 + 1 fél ","54,9 millió Ft","felújított","duplakomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nem","külön és egyben is","délnyugat","kertre néző","nem","nem tetőtéri","önálló garázs - megvásárolható","1981-2000 között",NA,"3 m²","5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","82 m²"," 3 ","64,9 millió Ft","felújított","összkomfortos","nincs megadva","4","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","nincs megadva","udvari","nem","nincs megadva","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","65 m²"," 2 ","43,9 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","4","nincs","nincs megadva","gáz (cirko)","van","nincs megadva","külön helyiségben","délnyugat","panorámás","nincs megadva","nincs megadva","teremgarázs hely","2001-2010 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","78 m²"," 2 + 2 fél ","64,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","3","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nem","külön helyiségben","délkelet","kertre néző","igen","nem tetőtéri","nincs megadva","2001-2010 között","40 000 Ft/hó","6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","80 m²"," 3 ","65,9 millió Ft","újszerű","összkomfortos","nincs megadva","1","2","nincs megadva","nincs megadva","hőszivattyú","van","nincs megadva","külön helyiségben","nincs megadva","nincs megadva","nincs megadva","nincs megadva","teremgarázs hely - megvásárolható","2001-2010 között","30 000 Ft/hó","11 m²","4.5 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","64 m²"," 2 + 1 fél ","53 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","távfűtés","nincs","nem","külön helyiségben","dél","utcai","nem","nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","35 m²"," 2 ","26,5 millió Ft","felújított","összkomfortos","nincs megadva","7","10","van","nincs megadva","távfűtés egyedi méréssel",NA,"nincs megadva","nincs megadva","kelet","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között",NA,NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","46 m²"," 2 ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","9","10","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nincs megadva","egy helyiségben","délnyugat","panorámás","nincs megadva","nincs megadva","utca, közterület",NA,"8 000 Ft/hó",NA,NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","23 m²"," 1 ","18,2 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","földszintes","nincs megadva","3 m-nél alacsonyabb","gáz (konvektor)",NA,"nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","57 m²"," 1 + 1 fél ","54,9 millió Ft","újszerű","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","egyéb",NA,"nincs megadva","nincs megadva","délnyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","2020",NA,"11 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","75 m²"," 4 ","46,4 millió Ft","felújított","összkomfortos","nincs megadva","1","nincs megadva","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)",NA,"nincs megadva","külön helyiségben","nincs megadva","utcai","nincs megadva","nem tetőtéri","utca, közterület",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","39 m²"," 1 + 1 fél ","31,87 millió Ft","felújított","nincs megadva","nincs megadva","földszint","nincs megadva","van","3 m-nél alacsonyabb","egyéb","van","nincs megadva","nincs megadva","dél","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
